provincia_id,provincia_nombre,localidad_nombre,juzgado_numero,causa_id,causa_objeto_litigio_descripcion,causa_fecha_recepcion,causa_fecha_ingreso,audiencia_preliminar_fecha,audiencia_preliminar_resultado,apertura_prueba_fecha,audiencia_vista_causa_fecha,audiencia_vista_causa_resultado,llamamiento_autos_fecha,proceso_finalización_fecha,proceso_resultado_descripcion,clase_proceso_descripcion
90,Tucumán,Capital,Civil y Com 8,178/18,ACCIONES POSESORIAS,2018-06-12,2018-06-12,2019-05-29,No Conciliada,2019-05-29,2019-08-02,No Conciliada,,,,
90,Tucumán,Capital,Civil y Com 5,3780/14,Z- COBRO DE PESOS,2015-12-15,2015-12-15,2018-12-21,No Conciliada,2018-12-21,,,,,,
90,Tucumán,Capital,Civil y Com 5,3261/08,REIVINDICACION,2008-11-20,2008-11-20,2019-02-14,No Conciliada,2019-02-14,,,,,,
90,Tucumán,Capital,Civil y Com 1,3874/17,MEDIACION,2018-10-11,2018-10-11,2019-05-06,No Conciliada,2019-05-24,,,,,,
90,Tucumán,Capital,Civil y Com 4,2785/15,DAÑOS Y PERJUICIOS,2016-04-08,2016-04-08,2019-05-14,No Conciliada,2019-04-23,2019-08-15,No Conciliada,,,,
90,Tucumán,Capital,Civil y Com 1,1266/16,DAÑOS Y PERJUICIOS,2018-11-30,2018-11-30,2019-06-28,No Conciliada,2019-09-19,2019-11-21,,,,,
90,Tucumán,Capital,Civil y Com 8,2703/17,DAÑOS Y PERJUICIOS,2018-03-02,2018-03-02,2019-06-19,No Conciliada,2019-06-19,2019-08-16,Conciliada,,2019-08-16,HOMOLOGACION DE CONVENIO,
90,Tucumán,Capital,Civil y Com 4,399/16,DAÑOS Y PERJUICIOS,2018-03-21,2018-03-21,2018-12-27,No Conciliada,2018-11-14,2019-04-25,No Conciliada,,,,
90,Tucumán,Capital,Civil y Com 1,844/18,SUMARISIMO (RESIDUAL),2018-12-10,2018-12-10,2019-04-09,No Conciliada,,,,,,,
90,Tucumán,Capital,Civil y Com 4,943/06,DAÑOS Y PERJUICIOS,2017-10-27,2017-10-27,2019-04-30,Conciliada,2019-03-20,,,,2019-04-30,HOMOLOGACION DE CONVENIO,
90,Tucumán,Capital,Civil y Com 2,1653/17,DAÑOS Y PERJUICIOS,2018-07-03,2018-07-03,2019-08-21,No Conciliada,2019-08-22,2020-02-07,,,,,
90,Tucumán,Capital,Civil y Com 3,3084/16,DAÑOS Y PERJUICIOS,2017-11-07,2017-11-07,2019-02-07,No Conciliada,2018-12-13,,No Conciliada,,,,
90,Tucumán,Capital,Civil y Com 1,3965/14,MEDIACION,2017-03-01,2017-03-01,2019-05-14,No Conciliada,2019-10-01,2019-09-26,No Conciliada,,,,
90,Tucumán,Capital,Civil y Com 2,793/15,DAÑOS Y PERJUICIOS,2015-11-10,2015-11-10,2019-06-19,No Conciliada,2019-06-28,2019-11-15,,,,,
90,Tucumán,Capital,Civil y Com 7,2682/17,PRESCRIPCION ADQUISITIVA,2018-12-19,2018-12-19,2019-06-12,No Conciliada,2019-05-20,,,,,,
90,Tucumán,Capital,Civil y Com 4,998/17,REIVINDICACION,2018-08-08,2018-08-08,2019-08-05,Conciliada,2019-06-07,,,,2019-08-05,HOMOLOGACION DE CONVENIO,
90,Tucumán,Capital,Civil y Com 5,2486/96,Z- DIVISION DE CONDOMINIO,1996-10-25,1996-10-25,2019-09-18,,,,,,,,
90,Tucumán,Capital,Civil y Com 6,663/18,DAÑOS Y PERJUICIOS,2018-10-25,2018-10-25,2019-06-19,No Conciliada,2019-05-30,2019-08-20,Conciliada,,2019-08-20,HOMOLOGACION DE CONVENIO,
90,Tucumán,Capital,Civil y Com 3,1862/17,REIVINDICACION,2017-12-18,2017-12-18,2019-09-26,No Conciliada,2019-04-09,2019-11-25,,,,,
90,Tucumán,Capital,Civil y Com 2,2727/13,DAÑOS Y PERJUICIOS,2015-04-14,2015-04-14,2019-09-18,No Conciliada,2019-09-19,2020-02-28,,,,,
